No,Id,Nama Bahan,Air,Kalori,Protein,Lemak,Karbo,BDD,Kategori
1,AR001,"Beras giling,
mentah",12,357,8.4,1.7,77.1,100,Serelia
2,AR002,"Beras giling var
pelita, mentah",11.4,369,9.5,1.4,77.1,100,Serelia
3,AR003,"Beras giling var
rojolele, mentah",12,357,8.4,1.7,77.1,100,Serelia
4,AR004,"Beras hitam,
mentah",12.9,351,8,1.3,76.9,100,Serelia
5,AR005,"Beras jagung
kuning, kering, mentah",10.8,358,5.5,0.1,82.7,100,Serelia
6,AR006,"Beras jagung
putih, kering, mentah",22.5,307,4.8,0.1,71.8,100,Serelia
7,AR007,"Beras ketan hitam
tumbuk, mentah",13.7,360,8,2.3,74.5,100,Serelia
8,AR008,"Beras ketan putih
tumbuk, mentah",12.9,361,7.4,0.8,78.4,100,Serelia
9,AR009,"Beras ladang,
mentah",9.8,376,7.5,3.8,78,100,Serelia
10,AR010,"Beras menir,
mentah",12,362,7.7,4.4,73,100,Serelia
11,AR011,Beras parboiled,10,353,6.8,0.6,80,100,Serelia
12,AR012,"Beras tumbuk,
mentah",11.5,354,7.8,0.4,79.9,100,Serelia
13,AR013,"Beras tumbuk
merah, mentah",14.6,352,7.3,0.9,76.2,100,Serelia
14,AR014,"Cantel, mentah",11,366,11,3.3,73,100,Serelia
15,AR015,"Jagung muda,
kuning, mentah",61.8,147,5.1,0.7,31.5,100,Serelia
16,AR016,"Jagung kuning pipil, kering,
mentah",11.5,366,9.8,7.3,69.1,100,Serelia
17,AR017,"Jagung pipil var.
harapan, kering",11.3,367,6.2,5.1,76.2,100,Serelia
18,AR018,"Jagung pipil var.
metro, kering",10.6,368,5.5,4.6,78,100,Serelia
19,AR019,"Jali, mentah",23,324,11,4,61,100,Serelia
20,AR020,"Jawawut, mentah",11.9,364,9.7,3.5,73.4,100,Serelia
21,AR021,"Jampang huma,
mentah",11.7,350,6.2,1.4,78.2,100,Olahan Serelia
22,AP001,Nasi,56.7,180,3,0.3,39.8,100,Olahan Serelia
23,AP002,Nasi tim,71,120,2.4,0.4,26,100,Olahan Serelia
24,AP003,Tapai beras,75.5,99,1.7,0.3,22.4,100,Olahan Serelia
25,AP004,"Tepung beras,
mentah",12,353,7,0.5,80,100,Olahan Serelia
26,AP005,Nasi beras merah,64,149,2.8,0.4,32.5,100,Olahan Serelia
27,AP006,"Bihun, mentah",12.9,348,4.7,0.1,82.1,100,Olahan Serelia
28,AP007,"Bihun goreng
instan",9,381,6.1,3.9,80.3,100,Olahan Serelia
29,AP008,"Bihun Jagung,
mentah",11.3,354,0.5,0.3,87.4,100,Olahan Serelia
30,AP009,Nasi jagung,11,357,8.8,0.5,79.5,100,Olahan Serelia
31,AP010,"Jagung kuning
muda, rebus",53.2,142,5,0.7,30.3,100,Olahan Serelia
32,AP011,"Jagung kuning,
tepung",12,355,9.2,3.9,73.7,100,Olahan Serelia
33,AP012,"Jagung kuning
pipil, rebus",63.7,154,3.8,3.5,28.4,100,Olahan Serelia
34,AP013,"Tepung jagung
putih",12,355,9.2,3.9,73.7,100,Olahan Serelia
35,AP014,Ketupat ketan,52,212,4,4.6,38.6,100,Olahan Serelia
36,AP015,"Ketan hitam,
matang",56.9,181,4,1.2,37.3,100,Olahan Serelia
37,AP016,Tapai ketan hitam,50.2,166,3.8,1,34.4,100,Olahan Serelia
38,AP017,"Ketan putih,
matang",60.7,163,3,0.4,35.7,100,Olahan Serelia
39,AP018,Tapai ketan putih,58.9,172,3,0.5,37.5,100,Olahan Serelia
40,AP019,"Maizena, tepung",14,341,0.3,0,85,100,Olahan Serelia
41,AP020,"Makaroni, mentah",11.7,353,8.7,0.4,78.7,100,Olahan Serelia
42,AP021,Mi basah,80,88,0.6,3.3,14,100,Olahan Serelia
43,AP022,Mi kering,10.6,339,10,1.7,6.3,100,Olahan Serelia
44,AP023,Misoa,10,345,8.5,2.2,78,100,Olahan Serelia
45,AP024,Roti putih,40,248,8,1.2,50,100,Olahan Serelia
46,AP025,Tepung terigu,11.8,333,9,1,77.2,100,Olahan Serelia
47,AP026,Amparan tatak,58.4,191,1.3,5.5,34,100,Olahan Serelia
48,AP027,"Apang kukus, kue",49.5,202,3,0.3,46.7,100,Olahan Serelia
49,AP028,"Apem, kue",63.1,148,2,0.5,33.9,100,Olahan Serelia
50,AP029,Biskuit,2.2,458,6.9,14.4,75.1,100,Olahan Serelia
51,AP030,"Bakpia, kue",38.9,272,8.7,6.7,44.1,100,Olahan Serelia
52,AP031,Bakwan,40.5,280,8.2,10.2,39,100,Olahan Serelia
53,AP032,Bantal,52.3,190,3.3,0.3,43.5,100,Olahan Serelia
54,AP033,Baruasa,5.3,417,6.5,8.2,79.3,100,Olahan Serelia
55,AP034,Batar daan,75.3,107,2.2,2.2,19.6,100,Olahan Serelia
56,AP035,Bika ambon,51.5,199,2.1,1.5,44.4,100,Olahan Serelia
57,AP036,Bingka,44.4,273,5.3,10.6,39.1,100,Olahan Serelia
58,AP037,Bobengka,46.3,225,5.3,2.6,45.2,100,Olahan Serelia
59,AP038,Bolu peca,55.6,197,3.3,4.6,35.6,100,Olahan Serelia
60,AP039,Brem,37.4,249,3.4,0.4,58,100,Olahan Serelia
61,AP040,"Bubur tinotuan
(Manado)",80.9,156,2.3,0.2,15.6,100,Olahan Serelia
62,AP041,Cake tape,32.2,323,4.9,11.5,50.1,100,Olahan Serelia
63,AP042,Cangkuning,57.5,204,2.8,7.5,31.4,100,Olahan Serelia
64,AP043,Dodol bali,26.5,298,3.7,2.1,65.9,100,Olahan Serelia
65,AP044,Dodol galamai,16.5,348,0.4,3.8,76.1,100,Olahan Serelia
66,AP045,Dodol kedondong,26.4,331,1.9,7.6,63.8,100,Olahan Serelia
67,AP046,Dodol manado,26.1,373,4.3,16.5,51.9,100,Olahan Serelia
68,AP047,Emping beras,13.6,403,10.6,2.2,71.7,100,Olahan Serelia
69,AP048,Gemblong,36.2,274,1.7,5.4,55.5,100,Olahan Serelia
70,AP049,Gendar goreng,30.4,407,6.4,28.2,32,100,Olahan Serelia
71,AP050,Intip goreng,6.5,474,7.6,21.6,62.3,100,Olahan Serelia
72,AP051,Jagung gerontol,61.7,156,2.7,1.3,33.3,100,Olahan Serelia
73,AP052,Jagung titi,9.2,374,9.4,2.2,79.1,100,Olahan Serelia
74,AP053,Japilus,3.8,500,1.2,25.1,67.3,100,Olahan Serelia
75,AP054,Kakicak,43.9,296,3.4,15.1,36.7,100,Olahan Serelia
76,AP055,Kambose,61.5,164,3,2.4,32.6,100,Olahan Serelia
77,AP056,Kapusa,63.5,158,4.4,3.2,27.8,100,Olahan Serelia
78,AP057,Keddo bodong,33.9,290,4.6,5.7,55.2,100,Olahan Serelia
79,AP058,"Kelepon, kue",49.6,215,3.7,3.7,41.8,100,Olahan Serelia
80,AP059,Kereput,3.5,580,4.8,39.6,51.1,100,Olahan Serelia
81,AP060,Ketoprak,69.1,153,7.9,7.7,13,100,Olahan Serelia
82,AP061,"Ketupat
kandangan",78.5,109,2.2,5.2,13.4,100,Olahan Serelia
83,AP062,Koya,13.2,366,4.2,4.3,77.5,100,Olahan Serelia
84,AP063,Koya mirasa,7.2,370,8,1,82.2,100,Olahan Serelia
85,AP064,Koyabu,44.2,241,3.4,4.3,47.2,100,Olahan Serelia
86,AP065,Kue ali,12.8,440,3.8,18.5,64.5,100,Olahan Serelia
87,AP066,Kue bangen,5.6,442,3.3,14.7,74.2,100,Olahan Serelia
88,AP067,Kue gelang,7.1,448,5.8,16.1,70,100,Olahan Serelia
89,AP068,Kue jahe,3.7,425,1.6,8.8,84.6,100,Olahan Serelia
90,AP069,Kue kelapa,3.3,591,5.6,42.1,47.5,100,Olahan Serelia
91,AP070,Kue koa,14.5,340,4.8,0.4,79.3,100,Olahan Serelia
92,AP071,Kue ku temu,46.2,214,3.5,0.2,49.6,100,Olahan Serelia
93,AP072,Kue lumpur,40.1,291,3.6,11.1,44.1,100,Olahan Serelia
94,AP073,Kue pelita,71,141,5.3,5.5,17.6,100,Olahan Serelia
95,AP074,Kue putu cangkir,32.6,304,5.3,7,54.9,100,Olahan Serelia
96,AP075,Kue sus,56.6,221,7.5,10.2,24.8,100,Olahan Serelia
97,AP076,Kue timphan,43,247,2.9,4.2,49.5,100,Olahan Serelia
98,AP077,"Laksa/putu
mayang",73.2,121,1.7,3.4,21.1,100,Olahan Serelia
99,AP078,Lapis legit,21.3,389,6.6,15.7,55.5,100,Olahan Serelia
100,AP079,Lupis ketan,61,164,1.8,2.1,34.5,100,Olahan Serelia
101,AP080,Manan samin,27.1,379,3.4,18.1,50.6,100,Olahan Serelia
102,AP081,Martabak India,65.8,153,4.5,4.2,24.3,100,Olahan Serelia
103,AP082,Martabak Mesir,40.2,278,5.1,8.6,45,100,Olahan Serelia
104,AP083,Masekat,15.6,369,2.1,7,74.1,100,Olahan Serelia
105,AP084,Mie Aceh rebus,74.6,113,3,3.2,18.1,100,Olahan Serelia
106,AP085,Mie ayam,78.6,102,6.2,3.9,10.5,100,Olahan Serelia
107,AP086,Mie bakso,74.5,114,5.3,3,16.4,100,Olahan Serelia
108,AP087,Mie celon,75.9,102,3,2.1,17.8,100,Olahan Serelia
109,AP088,Mie pangsit basah,79.2,105,5.9,4.9,9.4,100,Olahan Serelia
110,AP089,Nasi gemuk,61.4,192,3.8,8.8,24.4,100,Olahan Serelia
111,AP090,Nasi gurih,60.5,190,4.7,7.5,26,100,Olahan Serelia
112,AP091,Nasi minyak,53.3,207,3.5,5,37.1,100,Olahan Serelia
113,AP092,Nasi rames,65.8,155,10.3,4.2,19.1,100,Olahan Serelia
114,AP093,Nopia spesial,11.5,387,5.3,7.6,74.3,100,Olahan Serelia
115,AP094,Onde-onde,27.7,336,4,9.8,57.9,100,Olahan Serelia
116,AP095,Padamaran,67.6,171,3.9,8.9,18.8,100,Olahan Serelia
117,AP096,Pastel,38.3,307,4.5,13.3,42.4,100,Olahan Serelia
118,AP097,Pulut,49.1,216,2.6,3.1,44.4,100,Olahan Serelia
119,AP098,Pundut nasi,77.8,104,1.9,4.1,15.1,100,Olahan Serelia
120,AP099,Putri hijau,54.8,189,5.4,2.1,37.2,100,Olahan Serelia
121,AP100,Putri selat,66.6,163,2.2,6.5,23.8,100,Olahan Serelia
122,AP101,Putu sopa,50.7,215,3.3,4.1,41.1,100,Olahan Serelia
123,AP102,Renggi goreng,8.8,471,4.7,21.8,64.1,100,Olahan Serelia
124,AP103,Roti boong,34,341,5.5,16.2,43.3,100,Olahan Serelia
125,AP104,"Roti warna sawo
matang",40,249,7.9,1.5,49.7,100,Olahan Serelia
126,AP105,Sarimuka,61.5,166,2.3,2.8,32.9,100,Olahan Serelia
127,AP106,Spaghetti,66.1,139,7.4,2.1,22.6,100,Olahan Serelia
128,AP107,Srikaya ketan,41,265,2.7,6.4,49.1,100,Olahan Serelia
129,AP108,Sunduk lawang,63.4,181,1.9,1.3,32.4,100,Olahan Serelia
130,AP109,Suwir-suwir,13.4,347,0.5,0.9,84.2,100,Olahan Serelia
131,AP110,Tipa-tipa,11.3,355,6.2,1.2,79.8,100,Olahan Serelia
132,AP111,Wajit camilan,27.1,303,6.3,2.7,63.3,100,Olahan Serelia
133,AP112,Widaran,7,424,1.3,10.7,80.7,100,Olahan Serelia
134,AP113,Wingko babat,29.7,355,3.2,15.1,51.4,100,Olahan Serelia
135,AP114,Yangko,37.4,254,3,1.1,58.1,100,Olahan Serelia
136,BR001,"Arrowroot, segar",73.5,102,1,0.2,24.1,100,Umbi Berpati
137,BR002,"Batatas gembili,
segar",76.7,76,1.1,0.9,16,85,Umbi Berpati
138,BR003,"Batatas kelapa,
ubi, segar",76.1,89,1.1,0.1,21,85,Umbi Berpati
139,BR004,"Belitung, talas,
segar",63.1,145,1.2,0.4,34.2,85,Umbi Berpati
140,BR005,"Bengkuang, segar",85.1,59,1.4,0.2,12.8,84,Umbi Berpati
141,BR006,"Bentul (komba),
talas, segar",75.8,98,1.6,0.7,20.9,86,Umbi Berpati
142,BR007,"Gadeng/Gadung,
kering",20.2,322,2.4,0.6,76.6,100,Umbi Berpati
143,BR008,"Gadung, ubi, segar",74.4,100,0.9,0.3,23.5,85,Umbi Berpati
144,BR009,"Ganyong, segar",79.9,77,0.6,0.2,18.4,65,Umbi Berpati
145,BR010,"Gembili, ubi, segar",66.4,131,1.1,0.2,31.3,85,Umbi Berpati
146,BR011,"Hofa/ubi hutan,
segar",67.9,127,1.2,0.5,29.5,85,Umbi Berpati
147,BR012,"Kaburan, ubi,
segar",66.5,133,1,0.2,32.2,81,Umbi Berpati
148,BR013,"Kentang, segar",83.4,62,2.1,0.2,13.5,85,Umbi Berpati
149,BR014,"Kentang hitam,
segar",64,142,0.9,0.4,33.7,75,Umbi Berpati
150,BR015,"Keribang, ubi,
segar",67,137,1.3,1.1,29.8,83,Umbi Berpati
151,BR016,"Ketela pohon/
singkong, segar",61.4,154,1,0.3,36.8,85,Umbi Berpati
152,BR017,Lepok/ubi rumput,55.3,181,2.8,1.2,39.8,85,Umbi Berpati
153,BR018,"Sagu aren, kering",11.9,355,0.6,1.1,85.6,100,Umbi Berpati
154,BR019,"Sagu aren, segar",42.5,231,0.6,0.2,56.6,100,Umbi Berpati
155,BR020,Sagu kasbi segar,42.5,230,0.6,0.2,56.5,100,Umbi Berpati
156,BR021,Sagu lempeng,13.5,347,0.9,0.3,85.2,100,Umbi Berpati
157,BR022,"Sagu singkong,
kering",12,362,0.5,0.3,86.9,100,Umbi Berpati
158,BR023,"Sente, talas, segar",14,353,0.7,0.2,84.7,86,Umbi Berpati
159,BR024,"Suweg, talas,
segar",80.1,74,1.4,0.1,17.2,86,Umbi Berpati
160,BR025,"Talas bogor, segar",72.4,108,1.4,0.4,25,85,Umbi Berpati
161,BR026,"Talas pontianak,
segar",60,163,2.3,0.5,36.4,83,Umbi Berpati
162,BR027,"Talas viqueque,
segar",70.6,115,1.8,0.5,25.9,85,Umbi Berpati
163,BR028,"Ubi jalar, kuning,
segar",72.6,119,0.5,0.4,25.1,85,Umbi Berpati
164,BR029,"Ubi jalar manis,
segar",78.4,83,1.5,0.2,18.8,85,Umbi Berpati
165,BR030,"Ubi jalar merah,
segar",61.9,151,1.6,0.3,35.4,86,Umbi Berpati
166,BR031,"Ubi jalar putih,
segar",77.8,88,0.4,0.4,20.6,86,Umbi Berpati
167,BR032,"Ubi jalar tinta/
kemayung",72.5,108,0.5,0.4,25.6,85,Umbi Berpati
168,BR033,"Umbi Uwi, segar",69.7,120,2.8,0.5,82.3,86,Umbi Berpati
169,BP001,"Batatas kelapa,
ubi, bakar",73.2,110,1.4,1.1,23.4,85,Olahan Umbi Berpati
170,BP002,"Batatas kelapa,
ubi, kukus",75.7,92,1.2,0.3,21,100,Olahan Umbi Berpati
171,BP003,"Batatas tali, ubi,
rebus",53.2,182,2.4,0.4,42.2,100,Olahan Umbi Berpati
172,BP004,"Belitung, talas,
kukus",63.1,145,1.2,0.4,34.2,100,Olahan Umbi Berpati
173,BP005,"Bentul, talas,
kukus",81.1,71,2.3,0.3,15.4,100,Olahan Umbi Berpati
174,BP006,"Gadung, ubi,
kukus",77.4,88,0.6,0.3,20.9,100,Olahan Umbi Berpati
175,BP007,"Ganyong, rebus",74.1,100,0.8,0.2,23.8,100,Olahan Umbi Berpati
176,BP008,"Ketela
pohon/singkong kukus",61.5,153,1.2,0.3,36.4,100,Olahan Umbi Berpati
177,BP009,"Suweg, talas,
kukus",75.5,93,1.5,0.1,21.9,100,Olahan Umbi Berpati
178,BP010,"Talas bogor, kukus",69.2,120,1.5,0.3,28.2,100,Olahan Umbi Berpati
179,BP011,"Ubi jalar, kuning,
kukus",74.2,100,0.7,0.3,23.8,100,Olahan Umbi Berpati
180,BP012,"Ubi jalar tinta/
kemayung kukus",58.5,165,0.9,0.2,39.8,100,Olahan Umbi Berpati
181,BP013,Bagea kelapa asin,3.5,450,3.2,13.9,78.1,100,Olahan Umbi Berpati
182,BP014,"Bagea kelapa
manis",3,452,1.3,13.8,80.6,100,Olahan Umbi Berpati
183,BP015,Bagea kenari asin,2.8,529,3.2,29.1,63.6,100,Olahan Umbi Berpati
184,BP016,"Bagea kenari
manis",3.1,523,3.2,28.2,64.2,100,Olahan Umbi Berpati
185,BP017,Bagea kw 1,7.2,416,6.5,9.4,76.3,100,Olahan Umbi Berpati
186,BP018,Bagea kw 2,7.9,382,0.3,3.5,87.2,100,Olahan Umbi Berpati
187,BP019,Beras Cerdas,11.3,350,2.7,1.1,82.3,100,Olahan Umbi Berpati
188,BP020,Beras ganyong,9.3,364,3.4,0.7,86.3,100,Olahan Umbi Berpati
189,BP021,Beras Siger,13.5,344,1.1,0.2,28.3,100,Olahan Umbi Berpati
190,BP022,"Biji nangka/Biji
salak",40.5,262,2.3,5.4,51.1,100,Olahan Umbi Berpati
191,BP023,Bubur sagu,62.5,167,0.2,4,33,100,Olahan Umbi Berpati
192,BP024,Cassavastick,5.6,460,0.8,18.7,71.8,100,Olahan Umbi Berpati
193,BP025,"Ceriping getuk
singkong",7.2,462,1.2,20.7,67.7,100,Olahan Umbi Berpati
194,BP026,Gatot,12.8,347,1.3,0.7,83.8,100,Olahan Umbi Berpati
195,BP027,Geblek,52.1,195,0.4,1.7,44.4,100,Olahan Umbi Berpati
196,BP028,Getuk goreng,16.5,360,1.3,6.4,74.3,100,Olahan Umbi Berpati
197,BP029,Getuk singkong,49.8,204,0.5,1.4,47.4,100,Olahan Umbi Berpati
198,BP030,Gurandil,47.5,218,0.5,2.5,48.5,100,Olahan Umbi Berpati
199,BP031,Kabuto,58.9,250,2.6,2.5,35.4,100,Olahan Umbi Berpati
200,BP032,Kapurung,79.6,41,2,0.3,7.8,100,Olahan Umbi Berpati
201,BP033,"Kecimpring
singkong goreng",3.7,464,1.2,18.6,73,100,Olahan Umbi Berpati
202,BP034,Keremes,6.7,475,1.6,25.2,64.4,100,Olahan Umbi Berpati
203,BP035,Keripik gadung,4,446,2.8,14.5,76,100,Olahan Umbi Berpati
204,BP036,Keripik kentang,7.8,448,2.7,18.8,67.1,100,Olahan Umbi Berpati
205,BP037,Keripik singkong,4.2,478,0.9,20.7,72,100,Olahan Umbi Berpati
206,BP038,"Keripik singkong
berbumbu",2.2,481,2.2,19.7,73.6,100,Olahan Umbi Berpati
207,BP039,Keripik ubi,6,486,0.2,23.9,67.6,100,Olahan Umbi Berpati
208,BP040,"Kerupuk cumi
goreng",3.4,444,6.9,14.6,71.3,100,Olahan Umbi Berpati
209,BP041,"Kerupuk kemplang
(ikan) mentah",14.2,325,1.8,0.4,78.5,100,Olahan Umbi Berpati
210,BP042,"Kerupuk kemplang
goreng",5.8,504,5.6,28.1,57.1,100,Olahan Umbi Berpati
211,BP043,"Kerupuk kemplang
panggang",9.4,356,9.7,1.1,76.9,100,Olahan Umbi Berpati
212,BP044,"Kerupuk mie
kuning goreng",7.2,476,0.1,21.1,71.3,100,Olahan Umbi Berpati
213,BP045,"Kerupuk udang
goreng",4.4,477,4.7,20.5,68.5,100,Olahan Umbi Berpati
214,BP046,Kue bangket,16.1,338,1.5,1.2,80.3,100,Olahan Umbi Berpati
215,BP047,Kue putu singkong,44.2,217,1.2,0.5,53.2,100,Olahan Umbi Berpati
216,BP048,Lanting getuk,4.2,422,0.9,10.8,80.4,100,Olahan Umbi Berpati
217,BP049,Mi golosor,82.9,71,0.2,0.8,15.9,100,Olahan Umbi Berpati
218,BP050,Mie bendo,11.5,353,0.3,0,88,100,Olahan Umbi Berpati
219,BP051,Mie sagu,52.8,190,0.2,0.4,46.5,100,Olahan Umbi Berpati
220,BP052,Ongol-ongol sagu,75.3,111,0.3,2.7,21.2,100,Olahan Umbi Berpati
221,BP053,Oyek,12.6,351,0.9,0.9,84.9,100,Olahan Umbi Berpati
222,BP054,Papeda,84.8,61,0.2,0.1,14.9,100,Olahan Umbi Berpati
223,BP055,Rasbi (beras ubi),11.1,394,2.2,8.8,76.6,100,Olahan Umbi Berpati
224,BP056,"Rasi (beras
singkong)",12.6,350,0.9,0.4,85.7,100,Olahan Umbi Berpati
225,BP057,Sagu forno,31.5,291,0.5,4,63.4,100,Olahan Umbi Berpati
226,BP058,"Sagu lemak (kue
Sagon)",4.3,452,2.8,14.8,76.8,100,Olahan Umbi Berpati
227,BP059,Sagu manis,32.6,287,0.5,3.9,62.4,100,Olahan Umbi Berpati
228,BP060,Sagu rendang,8.2,364,0.1,0.2,90.5,100,Olahan Umbi Berpati
229,BP061,Sagu sinole,22,354,0.8,8.3,68.9,100,Olahan Umbi Berpati
230,BP062,"Serimping talas
Kebumen",4.8,478,2.5,21.2,69.2,100,Olahan Umbi Berpati
231,BP063,Tapai singkong,57.4,169,1.4,0.3,40.2,100,Olahan Umbi Berpati
232,BP064,Tepung arrowroot,13.6,355,0.7,0.2,85.2,100,Olahan Umbi Berpati
233,BP065,Tepung ganyong,13.6,353,0.8,1.7,83.6,100,Olahan Umbi Berpati
234,BP066,Tepung gaplek,13,345,2.4,0.4,83.1,100,Olahan Umbi Berpati
235,BP067,"Tepung kentang,
kering",13,347,0.3,0.1,85.6,100,Olahan Umbi Berpati
236,BP068,Tepung mocaf,11.9,350,1.2,0.6,85,100,Olahan Umbi Berpati
237,BP069,Tepung sente,15.3,326,4,0.4,76.7,100,Olahan Umbi Berpati
238,BP070,"Tepung singkong/
tapioka",9.1,363,1.1,0.5,88.2,100,Olahan Umbi Berpati
239,BP071,"Tepung tales
beneng",12.2,332,5.7,0.6,76.1,100,Olahan Umbi Berpati
240,BP072,Tepung ubi ungu,9.4,354,2.8,0.6,84.4,100,Olahan Umbi Berpati
241,BP073,Tiwul,11.2,353,2.4,1.1,83.4,100,Olahan Umbi Berpati
242,BP074,Tiwul instan,9.1,395,3.2,8.5,76.5,100,Olahan Umbi Berpati
243,BP075,Ubi cilembu,52.7,186,1.9,0.2,44.3,89.6,Olahan Umbi Berpati
244,BP076,Uli batatas,66.5,150,1.1,4,27.4,100,Olahan Umbi Berpati
245,CR001,"Kacang arab,
kering",11.6,330,23.8,1.4,60.2,100,"Kacang, Biji, Bean"
246,CR002,"Kacang babi,
kering",11.6,341,30.4,3.2,51.3,80,"Kacang, Biji, Bean"
247,CR003,"Kacang belimbing
(kecipir), kering",10.4,400,34.4,16.9,34.1,100,"Kacang, Biji, Bean"
248,CR004,"Kacang beracun,
segar",72.1,118,4.4,1.5,21.6,,"Kacang, Biji, Bean"
249,CR005,"Kacang bogor,
kering",10,370,16,6,65,100,"Kacang, Biji, Bean"
250,CR006,"Kacang bogor,
segar",60.8,165,7.7,3.1,27.4,100,"Kacang, Biji, Bean"
251,CR007,"Kacang endel, biji,
kering",14,331,25,1,58,95,"Kacang, Biji, Bean"
252,CR008,"Kacang ercis,
segar",67.6,129,12.4,0.7,18.3,45,"Kacang, Biji, Bean"
253,CR009,"kacang galing,
segar",12,336,23.1,1.7,59.5,95,"Kacang, Biji, Bean"
254,CR010,"Kacang gude, biji,
kering",16.1,316,20.7,1,58,100,"Kacang, Biji, Bean"
255,CR011,"Kacang gude, biji,
segar",70.3,114,7,0.6,20.8,100,"Kacang, Biji, Bean"
256,CR012,"Kacang hijau var.
bakti, kering",7.4,350,17.1,1.8,70.7,100,"Kacang, Biji, Bean"
257,CR013,"Kacang hijau var.
siwalik, kering",8.8,339,20.8,2.1,64.6,100,"Kacang, Biji, Bean"
258,CR014,"Kacang hijau,
kering",15.5,323,22.9,1.5,56.8,100,"Kacang, Biji, Bean"
259,CR015,"Kacang hitam,
kering",12.5,346,16.6,1.7,66.1,100,"Kacang, Biji, Bean"
260,CR016,"Kacang kapri,
segar",74.3,98,6.7,0.4,17.7,45,"Kacang, Biji, Bean"
261,CR017,"Kacang kedelai,
kering",12.7,381,40.4,16.7,24.9,100,"Kacang, Biji, Bean"
262,CR018,"Kacang kedelai,
segar",20,286,30.2,15.6,30.1,100,"Kacang, Biji, Bean"
263,CR019,"Kacang kincai,
kering",4.2,444,19.9,16,55,,"Kacang, Biji, Bean"
264,CR020,"Kacang komak,
segar",20.9,327,16.4,4.3,55.8,45,"Kacang, Biji, Bean"
265,CR021,"Kacang kuning,
kering",11.7,355,17,2.5,66,,"Kacang, Biji, Bean"
266,CR022,"Kacang lebui/ iris,
kering",11.8,346,16.5,1.5,66.6,100,"Kacang, Biji, Bean"
267,CR023,"Kacang mentega,
kering",13.7,344,16.7,2.1,64.6,,"Kacang, Biji, Bean"
268,CR024,"Kacang merah/
banda, kering",13,350,13.9,3,66.9,100,"Kacang, Biji, Bean"
269,CR025,"Kacang merah tua,
kering",12.3,280,16.7,1.6,63.2,100,"Kacang, Biji, Bean"
270,CR026,"Kacang merah,
kering",17.7,314,22.1,1.1,56.2,100,"Kacang, Biji, Bean"
271,CR027,"Kacang merah,
segar",57.2,171,11,2.2,28,100,"Kacang, Biji, Bean"
272,CR028,"Kacang mete/biji
jambu monyet, segar",4.6,616,16.3,48.4,28.7,69,"Kacang, Biji, Bean"
273,CR029,"Kacang panjang,
biji, kering",12.2,357,17.3,1.5,68.6,100,"Kacang, Biji, Bean"
274,CR030,"Kacang tanah
sangan",1.2,560,29.5,43,24.1,100,"Kacang, Biji, Bean"
275,CR031,"Kacang tanah
sangan tanpa selaput",2.6,559,26.9,44.2,23.6,100,"Kacang, Biji, Bean"
276,CR032,"Kacang tanah,
kering",9.6,525,27.9,42.7,17.4,100,"Kacang, Biji, Bean"
277,CR033,"Kacang tolo/
tunggak, kering",13.5,331,24.4,1.9,56.6,100,"Kacang, Biji, Bean"
278,CR034,"Kacang tunis,
kering",10.5,351,12.2,1.2,72.9,100,"Kacang, Biji, Bean"
279,CR035,"Kacang uci, kering",9.9,358,23.4,2.4,60.6,100,"Kacang, Biji, Bean"
280,CR036,"Kacang urei,
kering",12.8,354,12.8,1.8,69.3,,"Kacang, Biji, Bean"
281,CR037,"Kenari banda,
kering",13,616,13.9,56.2,13.7,100,"Kacang, Biji, Bean"
282,CR038,"Kenari, kering",3,657,15,66,13,100,"Kacang, Biji, Bean"
283,CR039,"Komak polong,
segar",74.3,99,3.3,0.1,21.2,100,"Kacang, Biji, Bean"
